log10_SSFR,Fraction
-13.45,1.3076852663101044e-05
-13.35,1.3076852663101044e-05
-13.25,0.0
-13.15,5.230741065240418e-05
-13.05,5.230741065240418e-05
-12.950000000000001,0.00010461482130480835
-12.850000000000001,9.153796864170732e-05
-12.750000000000002,0.0001438453792941115
-12.650000000000002,0.00019615278994651567
-12.550000000000002,0.00019615278994651567
-12.450000000000003,0.0003269213165775261
-12.350000000000003,0.00043153613788233445
-12.250000000000004,0.00039230557989303135
-12.150000000000004,0.0004576898432085366
-12.050000000000004,0.0009546102444063763
-11.950000000000005,0.008957644074224216
-11.850000000000005,0.009729178381347178
-11.750000000000005,0.011298400700919302
-11.650000000000006,0.014227615697453937
-11.550000000000006,0.015966837101646376
-11.450000000000006,0.020099122543186305
-11.350000000000007,0.026454472937453413
-11.250000000000007,0.035869806854886166
-11.150000000000007,0.04719436126113167
-11.050000000000008,0.06104274823135568
-10.950000000000008,0.06402427063854271
-10.850000000000009,0.05453047560513136
-10.750000000000009,0.04213361928051157
-10.65000000000001,0.037765950491035816
-10.55000000000001,0.04108747106746348
-10.45000000000001,0.04855435393809418
-10.35000000000001,0.05303971440153784
-10.25000000000001,0.060258137071569615
-10.150000000000011,0.06840501628068156
-10.050000000000011,0.07115115533993278
-9.950000000000012,0.06143505381124871
-9.850000000000012,0.042277464659805676
-9.750000000000012,0.026716009990715436
-9.650000000000013,0.017928365001111533
-9.550000000000013,0.013613003622288188
-9.450000000000014,0.00987302376064129
-9.350000000000014,0.007924572713839234
-9.250000000000014,0.006956885616769756
-9.150000000000015,0.005727661466438258
-9.050000000000015,0.0045638215794222645
-8.950000000000015,0.0029945992598501394
-8.850000000000016,0.0024846020059891985
-8.750000000000016,0.0015822991722352264
-8.650000000000016,0.0006276889278288502
-8.550000000000017,7.846111597860627e-05
